epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,171.997,1.16523,4.23292,1.64102,0.42757,0.45895,0.46438,0.32661,1.12855,2.04369,1.56764,0.000110605,0.000110605,0.000110605
2,340.641,1.05061,2.93872,1.4695,0.80482,0.64593,0.78451,0.57104,1.06436,1.42109,1.50058,0.000210636,0.000210636,0.000210636
3,506.997,1.00061,2.28976,1.40337,0.8276,0.87535,0.91366,0.67119,1.01455,0.98805,1.44516,0.000299677,0.000299677,0.000299677
4,671.442,0.97062,1.94752,1.36897,0.8473,0.91921,0.93684,0.69913,0.95158,0.83921,1.3495,0.00028355,0.00028355,0.00028355
5,837.368,0.94392,1.70462,1.3346,0.91505,0.92914,0.95986,0.72899,0.8998,0.75459,1.30147,0.000267066,0.000267066,0.000267066
6,1002.67,0.89958,1.50618,1.29778,0.90688,0.95926,0.96476,0.72916,0.90436,0.66507,1.29884,0.000250583,0.000250583,0.000250583
7,1165.34,0.87196,1.36884,1.26585,0.93996,0.93312,0.96824,0.74561,0.87087,0.62874,1.25845,0.000234099,0.000234099,0.000234099
8,1331.53,0.86058,1.24946,1.25959,0.94096,0.96356,0.96807,0.74594,0.89221,0.58558,1.26785,0.000217616,0.000217616,0.000217616
9,1497.14,0.84204,1.17904,1.24489,0.95987,0.9564,0.97866,0.76497,0.85015,0.56965,1.23825,0.000201132,0.000201132,0.000201132
10,1663.3,0.82414,1.10955,1.22998,0.94322,0.97071,0.97668,0.7683,0.84082,0.54424,1.23375,0.000184649,0.000184649,0.000184649
11,1844.16,0.73318,0.77777,1.20018,0.95898,0.96911,0.98089,0.78174,0.81068,0.52147,1.20956,0.000168165,0.000168165,0.000168165
12,2009.95,0.71071,0.70389,1.1837,0.96123,0.979,0.98707,0.78734,0.79196,0.47142,1.18274,0.000151682,0.000151682,0.000151682
13,2175.69,0.6929,0.66166,1.17681,0.97209,0.97168,0.98474,0.79374,0.78163,0.45697,1.19091,0.000135198,0.000135198,0.000135198
14,2340.89,0.68413,0.6185,1.16412,0.98058,0.98535,0.99018,0.81166,0.74921,0.43389,1.1631,0.000118714,0.000118714,0.000118714
15,2508.8,0.66044,0.58208,1.14037,0.98116,0.98258,0.99037,0.80063,0.77906,0.43298,1.19281,0.000102231,0.000102231,0.000102231
16,2679.23,0.64022,0.55659,1.12941,0.98236,0.98362,0.99253,0.82185,0.71446,0.41086,1.1435,8.57475e-05,8.57475e-05,8.57475e-05
17,2846.2,0.62867,0.52926,1.11984,0.97998,0.98718,0.99196,0.82243,0.71467,0.39846,1.13426,6.9264e-05,6.9264e-05,6.9264e-05
18,3013.57,0.61523,0.50949,1.11054,0.98863,0.98456,0.99167,0.82285,0.721,0.39255,1.13775,5.27805e-05,5.27805e-05,5.27805e-05
19,3179.07,0.61415,0.49665,1.10405,0.98646,0.98308,0.99223,0.82446,0.70815,0.38186,1.13282,3.6297e-05,3.6297e-05,3.6297e-05
20,3347.04,0.59651,0.48093,1.09218,0.98816,0.9842,0.99186,0.83117,0.69649,0.37496,1.12717,1.98135e-05,1.98135e-05,1.98135e-05
