epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,160.222,1.15564,3.92407,1.51576,0.59203,0.4846,0.52886,0.40893,1.03201,2.00426,1.26721,0.000110802,0.000110802,0.000110802
2,308.888,1.04893,2.71287,1.36689,0.71185,0.72127,0.80413,0.59659,1.01131,1.34777,1.23383,0.000210823,0.000210823,0.000210823
3,455.183,1.01344,2.16927,1.30957,0.80569,0.80121,0.88412,0.66758,0.94267,1.13249,1.15088,0.000299855,0.000299855,0.000299855
4,603.041,0.97683,1.83486,1.27815,0.87964,0.89831,0.94414,0.694,1.00681,0.87178,1.1655,0.00028355,0.00028355,0.00028355
5,753.905,0.95113,1.63037,1.25399,0.88619,0.90553,0.94041,0.73591,0.86645,0.75465,1.09782,0.000267066,0.000267066,0.000267066
6,899.951,0.90895,1.4746,1.2193,0.90172,0.95319,0.95648,0.74013,0.86163,0.69609,1.08971,0.000250583,0.000250583,0.000250583
7,1043.4,0.88343,1.32907,1.19742,0.93793,0.93828,0.96796,0.75888,0.86848,0.64119,1.08071,0.000234099,0.000234099,0.000234099
8,1184.83,0.85691,1.22774,1.18314,0.94498,0.95835,0.97026,0.76864,0.84642,0.5966,1.0579,0.000217616,0.000217616,0.000217616
9,1335.38,0.84237,1.1781,1.16631,0.9526,0.94907,0.97631,0.77225,0.85963,0.58354,1.07596,0.000201132,0.000201132,0.000201132
10,1478.95,0.82982,1.10263,1.16175,0.95773,0.94888,0.97454,0.76914,0.84264,0.54658,1.04798,0.000184649,0.000184649,0.000184649
11,1639.31,0.72744,0.73863,1.11148,0.95929,0.96387,0.97528,0.78662,0.77407,0.53863,1.00037,0.000168165,0.000168165,0.000168165
12,1786.74,0.70408,0.67313,1.09211,0.96387,0.96156,0.98504,0.79733,0.78454,0.48917,1.00583,0.000151682,0.000151682,0.000151682
13,1931.47,0.68818,0.62265,1.08544,0.98475,0.9564,0.98739,0.8007,0.7716,0.46764,1.00187,0.000135198,0.000135198,0.000135198
14,2076.39,0.67778,0.58977,1.07586,0.96873,0.97883,0.98613,0.80911,0.76059,0.44748,0.98746,0.000118714,0.000118714,0.000118714
15,2220.43,0.67489,0.5637,1.06695,0.97618,0.9837,0.9896,0.80968,0.77052,0.42425,0.98662,0.000102231,0.000102231,0.000102231
16,2363.79,0.6487,0.53331,1.05879,0.98452,0.97909,0.99092,0.82009,0.73004,0.40287,0.96664,8.57475e-05,8.57475e-05,8.57475e-05
17,2507.4,0.64041,0.51252,1.04815,0.97896,0.98337,0.99053,0.81101,0.74727,0.41104,0.97816,6.9264e-05,6.9264e-05,6.9264e-05
18,2649.81,0.6218,0.49977,1.0385,0.98447,0.98634,0.99067,0.8211,0.73081,0.39443,0.96636,5.27805e-05,5.27805e-05,5.27805e-05
19,2792.25,0.62468,0.48405,1.04213,0.98022,0.98208,0.99107,0.82569,0.71614,0.38767,0.96116,3.6297e-05,3.6297e-05,3.6297e-05
20,2935.87,0.60183,0.46847,1.02527,0.98631,0.98367,0.99174,0.82989,0.70475,0.37009,0.95742,1.98135e-05,1.98135e-05,1.98135e-05
