epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,164.555,1.10184,3.95255,1.51352,0.56885,0.56782,0.63303,0.47146,1.04575,1.69483,1.26692,0.000110802,0.000110802,0.000110802
2,309.761,0.94084,2.24271,1.28927,0.83868,0.85453,0.90469,0.6712,1.00871,1.06304,1.19789,0.000199844,0.000199844,0.000199844
3,453.057,0.8694,1.58447,1.22973,0.87597,0.84928,0.93081,0.72595,0.87471,0.93226,1.08792,0.000266908,0.000266908,0.000266908
4,595.776,0.82928,1.28742,1.1871,0.93003,0.93015,0.96375,0.73816,0.89709,0.75926,1.10118,0.000234099,0.000234099,0.000234099
5,738.732,0.80393,1.08284,1.1588,0.94714,0.96416,0.97575,0.75527,0.83531,0.64817,1.03809,0.000201132,0.000201132,0.000201132
6,881.674,0.76082,0.94434,1.13004,0.95957,0.95295,0.98294,0.77972,0.81878,0.60114,1.02723,0.000168165,0.000168165,0.000168165
7,1024.77,0.73544,0.8442,1.10961,0.96249,0.97535,0.98319,0.78489,0.80237,0.54868,1.01788,0.000135198,0.000135198,0.000135198
8,1167.49,0.71154,0.77484,1.09248,0.9697,0.9792,0.98965,0.79348,0.78323,0.50189,1.00557,0.000102231,0.000102231,0.000102231
9,1310.53,0.68799,0.72261,1.07464,0.9772,0.9706,0.98852,0.79813,0.78422,0.49598,1.00183,6.9264e-05,6.9264e-05,6.9264e-05
10,1453.52,0.65711,0.68585,1.06255,0.9797,0.97785,0.98783,0.80647,0.75831,0.46285,0.98821,3.6297e-05,3.6297e-05,3.6297e-05
