epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,71.1391,1.52842,4.32441,1.66222,0.5145,0.22462,0.21009,0.12732,1.18221,3.19547,1.59696,0.000110578,0.000110578,0.000110578
2,138.811,1.32774,3.24746,1.4813,0.61938,0.39756,0.4117,0.27992,1.15271,2.72238,1.56857,0.000219384,0.000219384,0.000219384
3,205.744,1.30856,2.78432,1.46143,0.72369,0.35719,0.48065,0.30678,1.31789,2.74398,1.67632,0.000325993,0.000325993,0.000325993
4,272.83,1.24371,2.41511,1.39231,0.74358,0.46155,0.59345,0.42635,1.10629,2.73113,1.50287,0.00032311,0.00032311,0.00032311
5,339.885,1.22589,2.11986,1.37942,0.70407,0.48735,0.65305,0.44569,1.1571,2.30317,1.55328,0.000319813,0.000319813,0.000319813
6,406.64,1.19819,1.97764,1.35902,0.79535,0.44571,0.6177,0.42907,1.15106,2.55715,1.56199,0.000316517,0.000316517,0.000316517
7,473.654,1.17266,1.86078,1.32596,0.80112,0.4598,0.66884,0.49379,1.02851,2.39107,1.44279,0.00031322,0.00031322,0.00031322
8,540.684,1.14444,1.7574,1.32019,0.82072,0.50663,0.72382,0.48925,1.23718,2.24444,1.5802,0.000309923,0.000309923,0.000309923
9,607.569,1.1164,1.61202,1.28453,0.72335,0.56043,0.73559,0.54397,1.02539,2.31276,1.41461,0.000306626,0.000306626,0.000306626
10,674.448,1.09779,1.58684,1.27429,0.64531,0.67748,0.75802,0.54261,1.10631,1.94473,1.53248,0.00030333,0.00030333,0.00030333
11,741.145,1.09377,1.48455,1.26617,0.75555,0.64981,0.78488,0.53136,1.23461,2.32218,1.62296,0.000300033,0.000300033,0.000300033
12,808.045,1.04983,1.40373,1.24062,0.70711,0.71944,0.76894,0.57172,1.06889,1.96817,1.47764,0.000296736,0.000296736,0.000296736
13,874.944,1.03333,1.34665,1.24751,0.65767,0.61649,0.78127,0.58615,1.0906,2.17273,1.52489,0.00029344,0.00029344,0.00029344
14,941.999,1.04575,1.33835,1.25188,0.59692,0.69142,0.76945,0.5473,1.13476,2.13958,1.52401,0.000290143,0.000290143,0.000290143
15,1008.95,1.00864,1.26202,1.21439,0.69569,0.62519,0.78703,0.5767,1.08515,2.2363,1.48868,0.000286846,0.000286846,0.000286846
16,1075.83,1.00426,1.22176,1.20599,0.74436,0.63423,0.73243,0.52734,1.07647,2.24187,1.49467,0.00028355,0.00028355,0.00028355
17,1142.79,0.994,1.20988,1.21112,0.62955,0.71603,0.78317,0.58158,1.07104,1.97821,1.46436,0.000280253,0.000280253,0.000280253
18,1209.61,0.96687,1.16372,1.18753,0.64265,0.62202,0.73675,0.55548,1.06369,2.21245,1.49302,0.000276956,0.000276956,0.000276956
19,1276.42,0.98344,1.14036,1.19693,0.69389,0.65753,0.76779,0.58464,1.0535,2.12806,1.4636,0.000273659,0.000273659,0.000273659
20,1343.36,0.97624,1.11991,1.19566,0.70659,0.66139,0.79162,0.54743,1.19977,2.07736,1.63897,0.000270363,0.000270363,0.000270363
21,1410.21,0.96277,1.0558,1.18646,0.63227,0.63254,0.6965,0.51803,1.06549,2.35561,1.50426,0.000267066,0.000267066,0.000267066
22,1478.58,0.93071,1.02856,1.16394,0.64683,0.57746,0.72206,0.53197,1.11028,2.38508,1.50813,0.000263769,0.000263769,0.000263769
23,1545.88,0.93751,1.02694,1.16901,0.60152,0.671,0.72422,0.52261,1.08873,2.25598,1.51588,0.000260473,0.000260473,0.000260473
24,1612.77,0.9209,0.97972,1.15461,0.62647,0.60099,0.77954,0.56848,1.12637,2.13289,1.58171,0.000257176,0.000257176,0.000257176
25,1679.64,0.91399,0.98492,1.15342,0.60974,0.65073,0.76925,0.57378,1.11158,2.21166,1.53648,0.000253879,0.000253879,0.000253879
26,1746.5,0.90914,0.97782,1.15172,0.65799,0.63,0.73213,0.54988,1.04367,2.30914,1.49381,0.000250583,0.000250583,0.000250583
27,1813.2,0.89009,0.96409,1.13712,0.69533,0.59935,0.74054,0.55024,1.09458,2.02084,1.5698,0.000247286,0.000247286,0.000247286
28,1880.01,0.88307,0.92623,1.13305,0.6824,0.59869,0.75277,0.54366,1.18293,2.22552,1.64798,0.000243989,0.000243989,0.000243989
29,1946.85,0.88623,0.92112,1.13903,0.73118,0.57564,0.73372,0.54657,1.10984,2.22142,1.55351,0.000240692,0.000240692,0.000240692
30,2013.73,0.85941,0.88865,1.11924,0.77638,0.58454,0.75509,0.57837,1.00406,2.27103,1.43422,0.000237396,0.000237396,0.000237396
31,2080.4,0.85169,0.87349,1.12213,0.63689,0.68954,0.78891,0.58937,1.10316,2.11885,1.55795,0.000234099,0.000234099,0.000234099
32,2147.26,0.83844,0.87678,1.11655,0.62568,0.59675,0.7144,0.55214,1.01536,2.38243,1.44144,0.000230802,0.000230802,0.000230802
33,2214.08,0.83816,0.88017,1.11006,0.73012,0.62599,0.78501,0.58798,1.08916,2.17069,1.52149,0.000227506,0.000227506,0.000227506
34,2280.92,0.83717,0.86707,1.11882,0.71654,0.6037,0.75018,0.56345,1.15128,2.20802,1.62231,0.000224209,0.000224209,0.000224209
35,2347.74,0.82152,0.82638,1.10278,0.62192,0.67843,0.74276,0.56713,1.02755,2.18586,1.46534,0.000220912,0.000220912,0.000220912
36,2414.62,0.82814,0.83967,1.105,0.65134,0.65344,0.73253,0.53344,1.11744,2.24049,1.54797,0.000217616,0.000217616,0.000217616
37,2481.44,0.82588,0.83128,1.10738,0.76449,0.55841,0.74545,0.55656,1.09459,2.31933,1.57382,0.000214319,0.000214319,0.000214319
38,2548.41,0.79713,0.79992,1.09273,0.7182,0.63982,0.77241,0.55647,1.1808,1.91823,1.61853,0.000211022,0.000211022,0.000211022
39,2615.31,0.82226,0.82259,1.10198,0.76881,0.56358,0.75437,0.55477,1.14487,2.12466,1.59741,0.000207725,0.000207725,0.000207725
40,2682.25,0.79267,0.79428,1.09719,0.82394,0.50605,0.69234,0.52267,1.05798,2.43507,1.48347,0.000204429,0.000204429,0.000204429
41,2749.89,0.79239,0.76623,1.08595,0.77395,0.58403,0.76951,0.56979,1.1012,2.26809,1.52375,0.000201132,0.000201132,0.000201132
42,2816.82,0.78596,0.77843,1.08987,0.66199,0.62096,0.71691,0.5377,1.07979,2.28862,1.50913,0.000197835,0.000197835,0.000197835
43,2883.87,0.7747,0.75642,1.07391,0.61243,0.63724,0.72516,0.55076,1.08313,2.31131,1.51846,0.000194539,0.000194539,0.000194539
44,2950.8,0.7674,0.74089,1.07253,0.86918,0.50965,0.75811,0.57358,1.0602,2.1471,1.52321,0.000191242,0.000191242,0.000191242
45,3017.77,0.76284,0.74859,1.07742,0.8087,0.49691,0.71449,0.53524,1.12048,2.19848,1.58456,0.000187945,0.000187945,0.000187945
