epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1180.19,0.96508,1.24037,1.24284,0.79133,0.5841,0.78047,0.54228,1.12983,2.21369,1.64504,0.000240692,0.000240692,0.000240692
16,1258.11,0.93716,1.20206,1.23443,0.79744,0.54403,0.73913,0.54223,1.01823,2.27596,1.51394,0.000234099,0.000234099,0.000234099
17,1336.06,0.93819,1.1558,1.22722,0.89732,0.47079,0.76494,0.55115,1.09957,2.14113,1.60455,0.000227506,0.000227506,0.000227506
18,1414.1,0.90144,1.12477,1.20174,0.6495,0.61992,0.75971,0.54484,1.10357,2.29497,1.63674,0.000220912,0.000220912,0.000220912
19,1492.13,0.92307,1.12088,1.21012,0.67983,0.59326,0.75822,0.53144,1.18542,2.25708,1.70145,0.000214319,0.000214319,0.000214319
20,1570.78,0.90437,1.07099,1.20662,0.72841,0.61358,0.72925,0.52763,1.08968,2.21347,1.60932,0.000207725,0.000207725,0.000207725
21,1649.01,0.86613,1.01671,1.18097,0.8496,0.56681,0.80024,0.57991,1.0902,2.05698,1.58452,0.000201132,0.000201132,0.000201132
22,1727.07,0.87186,1.00148,1.18528,0.65565,0.61775,0.74673,0.53395,1.16662,2.21965,1.68855,0.000194539,0.000194539,0.000194539
23,1805.19,0.8366,0.97014,1.15395,0.59911,0.65059,0.76153,0.55685,1.12211,2.29084,1.66762,0.000187945,0.000187945,0.000187945
24,1883.23,0.84166,0.95408,1.16843,0.81919,0.42392,0.69926,0.53136,1.01104,2.52147,1.50147,0.000181352,0.000181352,0.000181352
25,1961.21,0.81958,0.92375,1.14949,0.61941,0.5729,0.72367,0.54362,1.07234,2.40115,1.61852,0.000174758,0.000174758,0.000174758
26,2039.24,0.82953,0.933,1.14922,0.61061,0.62733,0.73239,0.53989,1.04352,2.40612,1.54749,0.000168165,0.000168165,0.000168165
27,2117.41,0.80823,0.86976,1.1354,0.64377,0.62604,0.75222,0.55809,1.07815,2.29029,1.61526,0.000161572,0.000161572,0.000161572
28,2195.52,0.79537,0.8677,1.14025,0.79004,0.54979,0.7702,0.57506,1.04311,2.21047,1.53572,0.000154978,0.000154978,0.000154978
29,2273.68,0.79187,0.86877,1.13193,0.7754,0.53096,0.71465,0.53229,1.03261,2.49582,1.54673,0.000148385,0.000148385,0.000148385
30,2351.98,0.77907,0.85167,1.12904,0.68462,0.58313,0.72845,0.54065,1.03582,2.29279,1.52134,0.000141791,0.000141791,0.000141791
31,2430.2,0.77544,0.83672,1.12051,0.68721,0.59943,0.7512,0.57043,1.0393,2.29711,1.55951,0.000135198,0.000135198,0.000135198
32,2508.39,0.75901,0.81484,1.11689,0.65614,0.64081,0.73694,0.5464,1.05513,2.31094,1.54918,0.000128605,0.000128605,0.000128605
33,2586.75,0.75182,0.81005,1.10348,0.75568,0.52942,0.75751,0.5537,1.08138,2.38816,1.60018,0.000122011,0.000122011,0.000122011
34,2664.84,0.72577,0.78076,1.09685,0.69577,0.67678,0.78437,0.57512,1.05886,2.07784,1.58654,0.000115418,0.000115418,0.000115418
35,2743.1,0.74072,0.78606,1.09989,0.65458,0.64904,0.73207,0.55084,1.02117,2.28867,1.53091,0.000108824,0.000108824,0.000108824
36,2821.17,0.72645,0.76772,1.09162,0.65145,0.56396,0.71867,0.54009,1.0781,2.46284,1.61525,0.000102231,0.000102231,0.000102231
37,2899.14,0.73881,0.78611,1.10351,0.60186,0.6703,0.74461,0.55153,1.08126,2.29214,1.60648,9.56376e-05,9.56376e-05,9.56376e-05
38,2977.13,0.71549,0.73119,1.08179,0.67169,0.60038,0.74818,0.56295,1.06395,2.26951,1.60267,8.90442e-05,8.90442e-05,8.90442e-05
39,3055.23,0.71108,0.74826,1.0861,0.69305,0.59195,0.75326,0.57231,1.05099,2.34456,1.58047,8.24508e-05,8.24508e-05,8.24508e-05
40,3133.29,0.69286,0.72212,1.08622,0.5761,0.64861,0.75842,0.58139,1.01593,2.361,1.53118,7.58574e-05,7.58574e-05,7.58574e-05
41,3226.68,0.56561,0.4903,1.02581,0.60822,0.59853,0.71638,0.53632,1.06585,2.38405,1.57386,6.9264e-05,6.9264e-05,6.9264e-05
42,3304.37,0.5437,0.46143,1.00846,0.63478,0.58631,0.73642,0.55234,1.07164,2.25078,1.58352,6.26706e-05,6.26706e-05,6.26706e-05
43,3382.2,0.5435,0.45084,1.01711,0.58748,0.62894,0.72771,0.56533,1.027,2.32224,1.55374,5.60772e-05,5.60772e-05,5.60772e-05
44,3459.82,0.5277,0.44241,0.99993,0.67096,0.65637,0.76903,0.58911,1.02626,2.11105,1.55511,4.94838e-05,4.94838e-05,4.94838e-05
45,3537.57,0.50534,0.43096,0.98676,0.63853,0.66228,0.76715,0.58132,1.07678,2.09838,1.62706,4.28904e-05,4.28904e-05,4.28904e-05
46,3615.43,0.50313,0.43006,0.98459,0.64884,0.68363,0.76876,0.58458,1.03066,2.16755,1.56941,3.6297e-05,3.6297e-05,3.6297e-05
47,3693.11,0.48819,0.4151,0.97174,0.63752,0.67672,0.77524,0.59586,1.02791,2.12904,1.56132,2.97036e-05,2.97036e-05,2.97036e-05
48,3770.84,0.48687,0.41254,0.97659,0.644,0.66344,0.75623,0.58176,1.01841,2.16992,1.53794,2.31102e-05,2.31102e-05,2.31102e-05
49,3848.58,0.47236,0.40908,0.97229,0.62148,0.67202,0.75694,0.58247,1.02098,2.15992,1.56215,1.65168e-05,1.65168e-05,1.65168e-05
50,3926.15,0.4644,0.408,0.96839,0.60841,0.67506,0.75651,0.57865,1.03029,2.1474,1.57038,9.9234e-06,9.9234e-06,9.9234e-06
