epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,3502.33,0.80159,0.54941,1.19193,0.69805,0.7305,0.83326,0.57767,1.25337,1.82277,1.72148,6.9264e-05,6.9264e-05,6.9264e-05
42,3587.78,0.78254,0.52838,1.17536,0.73371,0.71979,0.8476,0.57306,1.31483,1.78151,1.77104,6.26706e-05,6.26706e-05,6.26706e-05
43,3673.08,0.78212,0.52605,1.18248,0.73121,0.7492,0.8589,0.58685,1.31076,1.68041,1.77445,5.60772e-05,5.60772e-05,5.60772e-05
44,3757.33,0.77845,0.51152,1.17432,0.79163,0.72984,0.86194,0.59382,1.25979,1.69278,1.74529,4.94838e-05,4.94838e-05,4.94838e-05
45,3841.68,0.76927,0.50671,1.16055,0.80309,0.75733,0.86248,0.58097,1.30221,1.61037,1.77717,4.28904e-05,4.28904e-05,4.28904e-05
46,3926.08,0.74412,0.4983,1.15039,0.80165,0.72899,0.85332,0.59001,1.23389,1.70206,1.72618,3.6297e-05,3.6297e-05,3.6297e-05
47,4010.8,0.75941,0.49891,1.16239,0.81769,0.7205,0.85482,0.58702,1.2562,1.69906,1.72982,2.97036e-05,2.97036e-05,2.97036e-05
48,4095.7,0.72833,0.49097,1.13687,0.81985,0.73285,0.85998,0.58745,1.27476,1.65823,1.77211,2.31102e-05,2.31102e-05,2.31102e-05
49,4181.07,0.73461,0.48689,1.15133,0.78831,0.72592,0.85147,0.58525,1.25452,1.72387,1.73768,1.65168e-05,1.65168e-05,1.65168e-05
50,4264.78,0.71517,0.47832,1.12391,0.7912,0.72389,0.84539,0.58495,1.23452,1.71267,1.72647,9.9234e-06,9.9234e-06,9.9234e-06
