epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,6670.47,0.79149,0.81744,1.12635,0.68899,0.63768,0.72585,0.53914,1.04581,2.08961,1.52744,0.000115418,0.000115418,0.000115418
35,6892.64,0.77922,0.79207,1.11836,0.75666,0.59702,0.76174,0.55404,1.10685,2.02855,1.58078,0.000108824,0.000108824,0.000108824
36,7113.74,0.77341,0.78994,1.113,0.60541,0.61779,0.70672,0.5257,1.04659,2.2768,1.51019,0.000102231,0.000102231,0.000102231
37,7336.61,0.76313,0.76871,1.11182,0.64469,0.64878,0.75714,0.56028,1.07276,2.01741,1.5307,9.56376e-05,9.56376e-05,9.56376e-05
38,7557.42,0.75717,0.74955,1.10644,0.60294,0.66644,0.71826,0.53192,1.07869,2.07185,1.55817,8.90442e-05,8.90442e-05,8.90442e-05
39,7780.42,0.74373,0.75488,1.10107,0.79757,0.51237,0.73832,0.53874,1.05874,2.05852,1.55779,8.24508e-05,8.24508e-05,8.24508e-05
40,8001.68,0.7435,0.75193,1.10131,0.63346,0.65072,0.74391,0.56002,1.00855,2.0586,1.48405,7.58574e-05,7.58574e-05,7.58574e-05
41,8133.96,0.6153,0.5009,1.05873,0.64597,0.68463,0.74345,0.55596,1.03853,2.18106,1.55361,6.9264e-05,6.9264e-05,6.9264e-05
42,8248.11,0.59666,0.46774,1.03888,0.71582,0.58041,0.73704,0.54766,1.02697,2.15573,1.51349,6.26706e-05,6.26706e-05,6.26706e-05
43,8366.41,0.585,0.45793,1.04329,0.85529,0.48955,0.71981,0.54433,0.97704,2.20503,1.48376,5.60772e-05,5.60772e-05,5.60772e-05
44,8483.43,0.56459,0.44828,1.02401,0.70329,0.59787,0.73937,0.56361,0.97365,2.05906,1.47141,4.94838e-05,4.94838e-05,4.94838e-05
45,8597.78,0.55305,0.44106,1.0167,0.81146,0.55319,0.75006,0.57133,0.97834,2.04139,1.46832,4.28904e-05,4.28904e-05,4.28904e-05
46,8712.45,0.54148,0.43254,1.0072,0.80299,0.5852,0.76158,0.58231,0.95796,2.00593,1.45258,3.6297e-05,3.6297e-05,3.6297e-05
47,8825.52,0.5387,0.42561,1.00382,0.67044,0.65266,0.77024,0.58657,0.97235,1.97612,1.46153,2.97036e-05,2.97036e-05,2.97036e-05
48,8940.19,0.51428,0.41543,0.99104,0.68295,0.67311,0.80329,0.60594,0.98034,1.98311,1.48016,2.31102e-05,2.31102e-05,2.31102e-05
49,9054.91,0.51498,0.41146,0.99188,0.67919,0.66261,0.78989,0.60023,0.98165,1.98881,1.48228,1.65168e-05,1.65168e-05,1.65168e-05
50,9168.16,0.5148,0.40919,0.99143,0.71262,0.62979,0.79881,0.60942,0.96664,1.99015,1.47128,9.9234e-06,9.9234e-06,9.9234e-06
