epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,926.581,0.94481,1.16645,1.17697,0.68559,0.64363,0.75482,0.57664,0.95176,2.11839,1.33431,0.000234099,0.000234099,0.000234099
17,983.969,0.95047,1.12798,1.17824,0.71887,0.54685,0.73624,0.56138,0.98602,2.25214,1.37408,0.000227506,0.000227506,0.000227506
18,1041.35,0.91394,1.09743,1.15633,0.71888,0.5314,0.75504,0.57049,0.99537,2.19574,1.37331,0.000220912,0.000220912,0.000220912
19,1098.79,0.92571,1.09535,1.16142,0.60062,0.69305,0.7495,0.53651,1.10403,2.21082,1.47823,0.000214319,0.000214319,0.000214319
20,1156.02,0.90715,1.05535,1.15626,0.84201,0.51564,0.74755,0.55549,1.06737,2.17718,1.44358,0.000207725,0.000207725,0.000207725
21,1213.35,0.88407,1.01393,1.14035,0.65534,0.57447,0.7365,0.55415,1.02857,2.33135,1.42535,0.000201132,0.000201132,0.000201132
22,1270.82,0.89618,1.00565,1.14828,0.62185,0.64059,0.77095,0.57606,1.06111,2.14812,1.4368,0.000194539,0.000194539,0.000194539
23,1328.17,0.85755,0.9532,1.12012,0.64699,0.6404,0.77039,0.56718,1.06735,2.28498,1.43621,0.000187945,0.000187945,0.000187945
24,1385.56,0.85694,0.96212,1.12894,0.65635,0.68607,0.75537,0.58388,0.98818,2.00133,1.35612,0.000181352,0.000181352,0.000181352
25,1442.85,0.85052,0.92084,1.11817,0.75285,0.6055,0.74503,0.56638,0.99923,2.14239,1.40963,0.000174758,0.000174758,0.000174758
26,1500.16,0.85426,0.93224,1.11629,0.75577,0.64302,0.79937,0.61983,0.98007,2.15721,1.35539,0.000168165,0.000168165,0.000168165
27,1557.44,0.82137,0.863,1.09688,0.68537,0.65372,0.78127,0.60196,0.99893,2.08751,1.40429,0.000161572,0.000161572,0.000161572
28,1614.79,0.81354,0.87707,1.09954,0.62122,0.61001,0.74005,0.55876,1.04082,2.46679,1.43618,0.000154978,0.000154978,0.000154978
29,1671.99,0.81765,0.87599,1.10215,0.60753,0.64265,0.74068,0.57652,0.97875,2.39824,1.36085,0.000148385,0.000148385,0.000148385
30,1729.37,0.79815,0.85581,1.09428,0.72727,0.6159,0.78028,0.59999,1.00383,2.09451,1.37584,0.000141791,0.000141791,0.000141791
31,1786.64,0.79641,0.83333,1.088,0.70132,0.61999,0.77707,0.59606,1.01232,2.22157,1.36941,0.000135198,0.000135198,0.000135198
32,1843.94,0.77222,0.80796,1.08392,0.68305,0.64051,0.76857,0.5941,1.02806,2.11439,1.38674,0.000128605,0.000128605,0.000128605
33,1901.33,0.77501,0.81376,1.07553,0.66891,0.66764,0.76927,0.59358,1.02408,2.11298,1.3819,0.000122011,0.000122011,0.000122011
34,1958.54,0.74567,0.79135,1.0665,0.66046,0.6534,0.74873,0.57778,0.99061,2.11905,1.39169,0.000115418,0.000115418,0.000115418
35,2015.79,0.76417,0.79808,1.07372,0.74628,0.63958,0.77179,0.58452,1.02015,2.01394,1.41344,0.000108824,0.000108824,0.000108824
36,2073.15,0.74193,0.76608,1.0634,0.62975,0.66392,0.77009,0.59885,0.98288,2.07594,1.37505,0.000102231,0.000102231,0.000102231
37,2130.43,0.75297,0.79367,1.07185,0.67886,0.6324,0.77289,0.59484,1.00333,2.08091,1.41569,9.56376e-05,9.56376e-05,9.56376e-05
38,2187.96,0.73778,0.75014,1.05386,0.67271,0.67623,0.77595,0.60313,0.97439,2.11876,1.36481,8.90442e-05,8.90442e-05,8.90442e-05
39,2245.29,0.72048,0.74869,1.05872,0.66961,0.62524,0.76042,0.59457,0.96847,2.15341,1.39187,8.24508e-05,8.24508e-05,8.24508e-05
40,2302.63,0.71658,0.73161,1.05826,0.65948,0.64267,0.75982,0.58931,0.99535,2.23192,1.3928,7.58574e-05,7.58574e-05,7.58574e-05
41,2374.49,0.58189,0.48854,0.99492,0.62031,0.67081,0.74269,0.5754,0.97577,2.22595,1.37045,6.9264e-05,6.9264e-05,6.9264e-05
42,2431.62,0.55904,0.45657,0.97396,0.66958,0.6457,0.75443,0.58546,0.99492,2.12445,1.39658,6.26706e-05,6.26706e-05,6.26706e-05
43,2488.95,0.55052,0.45333,0.9762,0.66123,0.63595,0.75789,0.59218,1.00369,2.16114,1.40774,5.60772e-05,5.60772e-05,5.60772e-05
44,2546.31,0.54562,0.44524,0.97184,0.64163,0.68815,0.78646,0.61955,0.96589,1.97528,1.38385,4.94838e-05,4.94838e-05,4.94838e-05
45,2603.56,0.52226,0.43116,0.95763,0.65351,0.68147,0.78068,0.61251,0.98308,2.03195,1.39801,4.28904e-05,4.28904e-05,4.28904e-05
46,2660.8,0.51843,0.42618,0.96231,0.66737,0.65833,0.76411,0.60022,0.97053,2.11567,1.38822,3.6297e-05,3.6297e-05,3.6297e-05
47,2718.06,0.5099,0.41856,0.95226,0.65953,0.67898,0.77028,0.60128,0.98432,2.09517,1.39241,2.97036e-05,2.97036e-05,2.97036e-05
48,2775.32,0.49919,0.41422,0.94821,0.66833,0.62642,0.76408,0.59909,0.9984,2.10709,1.42211,2.31102e-05,2.31102e-05,2.31102e-05
49,2832.47,0.49076,0.41006,0.94651,0.62714,0.68729,0.78284,0.61296,0.97762,2.02911,1.40389,1.65168e-05,1.65168e-05,1.65168e-05
50,2889.68,0.4838,0.40561,0.93802,0.66647,0.6604,0.7823,0.61511,0.97391,2.02249,1.39778,9.9234e-06,9.9234e-06,9.9234e-06
