epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1323.55,0.99428,1.21066,1.26543,0.51002,0.64652,0.70709,0.4907,1.18961,2.2796,1.71786,0.000227506,0.000227506,0.000227506
18,1401.09,0.95394,1.18182,1.24657,0.81117,0.55258,0.72707,0.5127,1.16724,2.3475,1.67696,0.000220912,0.000220912,0.000220912
19,1478.54,0.96686,1.15586,1.2444,0.58659,0.65834,0.74996,0.51236,1.2458,2.08917,1.78518,0.000214319,0.000214319,0.000214319
20,1556.09,0.96176,1.13111,1.24797,0.68187,0.55772,0.72025,0.52174,1.10163,2.26736,1.63445,0.000207725,0.000207725,0.000207725
21,1633.62,0.92835,1.08159,1.22559,0.6958,0.51105,0.65612,0.48098,1.1131,2.44917,1.65247,0.000201132,0.000201132,0.000201132
22,1711.19,0.92282,1.05151,1.21958,0.83073,0.55588,0.72451,0.46833,1.32964,2.11966,1.87421,0.000194539,0.000194539,0.000194539
23,1788.66,0.90442,1.02419,1.19634,0.62893,0.59899,0.73519,0.50699,1.17082,2.20866,1.7358,0.000187945,0.000187945,0.000187945
24,1866.05,0.90508,1.01622,1.21099,0.63678,0.62479,0.71983,0.52995,1.06802,2.28977,1.58649,0.000181352,0.000181352,0.000181352
25,1943.58,0.90118,0.99285,1.2032,0.56573,0.61066,0.70785,0.50216,1.18572,2.26131,1.76417,0.000174758,0.000174758,0.000174758
26,2021.15,0.89322,0.98414,1.19289,0.59941,0.63445,0.67183,0.48629,1.06706,2.50494,1.64334,0.000168165,0.000168165,0.000168165
27,2098.69,0.87619,0.93419,1.18172,0.58478,0.62039,0.71024,0.47446,1.20627,2.11081,1.7738,0.000161572,0.000161572,0.000161572
28,2176.23,0.86184,0.91279,1.17877,0.5807,0.62636,0.68339,0.49043,1.13685,2.31341,1.69353,0.000154978,0.000154978,0.000154978
29,2253.82,0.84359,0.92203,1.16712,0.59425,0.58572,0.67608,0.48704,1.10232,2.62206,1.62341,0.000148385,0.000148385,0.000148385
30,2331.26,0.83174,0.90305,1.16187,0.61079,0.63122,0.73445,0.53051,1.12666,2.1817,1.65416,0.000141791,0.000141791,0.000141791
31,2408.75,0.82642,0.87368,1.15268,0.66785,0.63662,0.77772,0.56704,1.1053,1.94871,1.64544,0.000135198,0.000135198,0.000135198
32,2486.3,0.82085,0.85872,1.15554,0.72398,0.57918,0.72024,0.50498,1.13876,2.13091,1.66916,0.000128605,0.000128605,0.000128605
33,2563.87,0.8232,0.86324,1.14853,0.60666,0.59315,0.69624,0.49785,1.11746,2.33206,1.66114,0.000122011,0.000122011,0.000122011
34,2641.33,0.79341,0.8245,1.13698,0.5903,0.62031,0.70419,0.51157,1.10185,2.3157,1.66774,0.000115418,0.000115418,0.000115418
35,2718.84,0.81029,0.84861,1.14217,0.55075,0.63251,0.69513,0.52292,1.0305,2.36466,1.54639,0.000108824,0.000108824,0.000108824
36,2796.37,0.79306,0.81192,1.13247,0.58025,0.64063,0.70002,0.52099,1.06744,2.35617,1.62018,0.000102231,0.000102231,0.000102231
37,2873.98,0.80195,0.83694,1.14255,0.65121,0.58162,0.72532,0.54617,1.06773,2.32408,1.6221,9.56376e-05,9.56376e-05,9.56376e-05
38,2951.42,0.77438,0.78819,1.12028,0.7483,0.54254,0.70094,0.51841,1.07087,2.33786,1.5909,8.90442e-05,8.90442e-05,8.90442e-05
39,3028.92,0.77501,0.80012,1.1239,0.60977,0.61516,0.70648,0.54119,1.04745,2.24023,1.59226,8.24508e-05,8.24508e-05,8.24508e-05
40,3106.56,0.75871,0.76598,1.12164,0.56568,0.62128,0.69497,0.52647,1.00967,2.46709,1.54893,7.58574e-05,7.58574e-05,7.58574e-05
41,3198.07,0.64038,0.50945,1.08186,0.55475,0.63299,0.70496,0.52147,1.05753,2.43409,1.60999,6.9264e-05,6.9264e-05,6.9264e-05
42,3275.28,0.60974,0.47753,1.05697,0.54823,0.63054,0.71731,0.538,1.03954,2.35685,1.59539,6.26706e-05,6.26706e-05,6.26706e-05
43,3352.61,0.60077,0.47024,1.06403,0.57958,0.61096,0.7241,0.54795,1.01826,2.33803,1.54302,5.60772e-05,5.60772e-05,5.60772e-05
44,3429.78,0.57884,0.45466,1.03587,0.67432,0.56245,0.72338,0.54936,1.00573,2.26814,1.53908,4.94838e-05,4.94838e-05,4.94838e-05
45,3507.05,0.56866,0.44706,1.04066,0.58596,0.6507,0.71524,0.54352,1.04604,2.26608,1.59219,4.28904e-05,4.28904e-05,4.28904e-05
46,3584.39,0.56845,0.44382,1.02774,0.56959,0.63468,0.71977,0.55311,1.00478,2.31038,1.54486,3.6297e-05,3.6297e-05,3.6297e-05
47,3661.69,0.55545,0.43434,1.02384,0.57971,0.64646,0.73529,0.56266,1.00224,2.26599,1.54183,2.97036e-05,2.97036e-05,2.97036e-05
48,3738.94,0.54934,0.4295,1.02078,0.55686,0.6459,0.73092,0.5628,1.01058,2.25685,1.54414,2.31102e-05,2.31102e-05,2.31102e-05
49,3816.25,0.53585,0.42322,1.01902,0.57965,0.67067,0.74411,0.57288,1.00789,2.13494,1.55358,1.65168e-05,1.65168e-05,1.65168e-05
50,3893.49,0.53158,0.42077,1.01457,0.57402,0.66417,0.74816,0.5773,1.0012,2.13676,1.54627,9.9234e-06,9.9234e-06,9.9234e-06
