epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,1048.79,0.87204,1.01572,1.13239,0.61284,0.58023,0.67628,0.51861,0.95714,2.3158,1.35113,0.000207725,0.000207725,0.000207725
21,1101.09,0.85943,0.97832,1.12074,0.84972,0.45524,0.67279,0.50345,0.98427,2.30169,1.33749,0.000201132,0.000201132,0.000201132
22,1153.26,0.85053,0.92526,1.11277,0.61098,0.6222,0.72589,0.55843,0.96586,2.10937,1.35161,0.000194539,0.000194539,0.000194539
23,1205.51,0.84013,0.91946,1.10278,0.75373,0.57235,0.72815,0.52336,1.0367,1.87326,1.42541,0.000187945,0.000187945,0.000187945
24,1257.89,0.83019,0.91122,1.11428,0.77233,0.47342,0.67521,0.50303,1.00899,2.2818,1.41293,0.000181352,0.000181352,0.000181352
25,1310.08,0.81775,0.88614,1.09442,0.67016,0.60112,0.71205,0.52979,1.021,1.92257,1.42368,0.000174758,0.000174758,0.000174758
26,1362.33,0.79876,0.85339,1.08192,0.70607,0.56874,0.69354,0.5374,0.97397,2.15794,1.3679,0.000168165,0.000168165,0.000168165
27,1414.63,0.82154,0.87034,1.09286,0.69589,0.57996,0.70023,0.53016,1.01962,2.17638,1.42651,0.000161572,0.000161572,0.000161572
28,1466.91,0.79524,0.83925,1.08589,0.62249,0.63792,0.7096,0.52696,1.03166,2.12023,1.45403,0.000154978,0.000154978,0.000154978
29,1519.23,0.78987,0.83364,1.08444,0.61772,0.62632,0.71316,0.53497,1.03201,2.09492,1.43187,0.000148385,0.000148385,0.000148385
30,1571.34,0.78346,0.81671,1.07921,0.61664,0.64316,0.72893,0.54489,1.02955,2.01862,1.44515,0.000141791,0.000141791,0.000141791
31,1623.63,0.77655,0.80946,1.08071,0.64841,0.64421,0.76528,0.58537,1.00237,1.92913,1.40805,0.000135198,0.000135198,0.000135198
32,1676.02,0.76216,0.80002,1.07301,0.71457,0.6307,0.76562,0.57551,1.03311,1.99543,1.42072,0.000128605,0.000128605,0.000128605
33,1728.24,0.75196,0.7954,1.06351,0.71524,0.54889,0.74498,0.55888,1.0336,1.97584,1.45152,0.000122011,0.000122011,0.000122011
34,1780.49,0.74295,0.77167,1.06118,0.63713,0.66554,0.73283,0.56127,0.97442,1.97765,1.40478,0.000115418,0.000115418,0.000115418
35,1832.66,0.72372,0.74512,1.05214,0.64602,0.64305,0.74221,0.56239,0.99978,2.02895,1.3748,0.000108824,0.000108824,0.000108824
36,1884.93,0.72567,0.7547,1.04958,0.67117,0.64966,0.75761,0.56902,1.00894,2.02004,1.37739,0.000102231,0.000102231,0.000102231
37,1937.26,0.71656,0.73185,1.04891,0.66544,0.60973,0.72745,0.5429,1.06187,2.00667,1.44084,9.56376e-05,9.56376e-05,9.56376e-05
38,1989.56,0.71122,0.71534,1.04538,0.65728,0.5771,0.68988,0.53131,1.00068,2.08793,1.39117,8.90442e-05,8.90442e-05,8.90442e-05
39,2041.94,0.69187,0.72503,1.03886,0.58636,0.63922,0.73615,0.55984,0.96974,2.03888,1.36346,8.24508e-05,8.24508e-05,8.24508e-05
40,2094.3,0.69679,0.71544,1.04376,0.63844,0.63351,0.74494,0.5636,0.98786,2.13366,1.3894,7.58574e-05,7.58574e-05,7.58574e-05
41,2161.21,0.56278,0.48219,0.98051,0.61844,0.6719,0.75327,0.56933,1.00029,1.98415,1.41941,6.9264e-05,6.9264e-05,6.9264e-05
42,2213.34,0.54708,0.44796,0.96238,0.65813,0.59873,0.7588,0.57739,0.98843,1.95569,1.38167,6.26706e-05,6.26706e-05,6.26706e-05
43,2265.41,0.537,0.44572,0.97116,0.67895,0.61734,0.7527,0.57809,0.96874,2.00898,1.3725,5.60772e-05,5.60772e-05,5.60772e-05
44,2317.48,0.52125,0.43276,0.96103,0.58804,0.66436,0.74455,0.56894,0.97927,2.05348,1.36957,4.94838e-05,4.94838e-05,4.94838e-05
45,2369.51,0.50498,0.42067,0.94775,0.61135,0.67021,0.7614,0.57222,0.99686,1.97669,1.40208,4.28904e-05,4.28904e-05,4.28904e-05
46,2421.54,0.49738,0.41809,0.94708,0.61724,0.69459,0.77148,0.58925,0.97461,1.86477,1.37755,3.6297e-05,3.6297e-05,3.6297e-05
47,2473.49,0.49194,0.40887,0.93517,0.62761,0.66343,0.77509,0.59796,0.97126,1.99542,1.37218,2.97036e-05,2.97036e-05,2.97036e-05
48,2525.58,0.47812,0.40337,0.93792,0.6053,0.69324,0.77789,0.59188,0.97808,1.86022,1.38647,2.31102e-05,2.31102e-05,2.31102e-05
49,2577.68,0.46454,0.39413,0.92678,0.63392,0.63782,0.76584,0.58865,0.97255,1.92444,1.37751,1.65168e-05,1.65168e-05,1.65168e-05
50,2629.7,0.46105,0.39604,0.92919,0.60742,0.67428,0.76576,0.59068,0.96233,1.96246,1.36644,9.9234e-06,9.9234e-06,9.9234e-06
